user_id,recomendations
503,"[1082185, 1070820, 961554, 6034857, 1005186]"
504,"[1106523, 1133018, 923746, 908531, 965766]"
505,"[1132770, 883404, 1082185, 1029743, 1133018]"
506,"[861272, 929668, 1082185, 6534178, 1005186]"
507,"[6534178, 1126899, 6533889, 951590, 1080414]"
508,"[1133018, 844165, 883404, 1132770, 1120741]"
509,"[908531, 1005186, 986912, 847982, 879755]"
510,"[6534178, 1070820, 862349, 854852, 866211]"
511,"[1029743, 908531, 826249, 844165, 6534178]"
512,"[899624, 1106523, 923746, 1133018, 951590]"
513,"[844179, 5569471, 1018740, 1132771, 860776]"
514,"[1082185, 861272, 866211, 909714, 1062002]"
515,"[1082185, 1106523, 1133018, 927191, 5569230]"
516,"[1082185, 995242, 1126899, 835098, 1050229]"
517,"[1028816, 1081177, 834484, 1126899, 1058997]"
518,"[995242, 844165, 1102959, 5978656, 908531]"
519,"[1029743, 995242, 981760, 5978648, 834484]"
520,"[981760, 883404, 1133018, 1106523, 1048462]"
521,"[1082185, 1106523, 1126899, 1070015, 860776]"
522,"[1082185, 1029743, 1106523, 6534178, 1133018]"
523,"[1082185, 6534178, 1057260, 995242, 1110572]"
524,"[1082185, 1106523, 1133018, 923746, 995785]"
525,"[883003, 995785, 1026118, 1040807, 1110572]"
526,"[8090521, 6534178, 1101173, 5569230, 995242]"
527,"[986947, 933835, 866211, 1119051, 1101010]"
528,"[1070820, 861272, 1058997, 1133018, 914190]"
529,"[1082185, 1058997, 1126899, 1005186, 1033615]"
530,"[1070820, 976199, 862349, 860776, 908318]"
531,"[1029743, 995242, 5568378, 1075368, 981760]"
532,"[883404, 965766, 1071939, 908846, 826249]"
533,"[899624, 995242, 883404, 1065593, 845208]"
534,"[861272, 995242, 1005186, 849843, 6534178]"
535,"[899624, 1029743, 1106523, 995242, 844165]"
536,"[1029743, 883404, 5568378, 1005186, 1044078]"
537,"[1058997, 1126899, 1075368, 894236, 1057260]"
538,"[1070820, 861272, 862349, 866211, 962568]"
539,"[1082185, 6534178, 923746, 860975, 1058997]"
540,"[1082185, 916122, 962568, 995785, 860776]"
541,"[899624, 1106523, 844165, 5569471, 840361]"
542,"[849843, 826249, 1106523, 844165, 6534178]"
543,"[8090537, 8090521, 995242, 844165, 1114597]"
544,"[861272, 1058997, 908531, 1126899, 866211]"
545,"[1082185, 986912, 995785, 1005186, 6034857]"
546,"[6534178, 1053690, 5569230, 8090537, 879755]"
547,"[5568378, 951590, 1065593, 999971, 962229]"
548,"[1082185, 995242, 923746, 860776, 862349]"
549,"[1029743, 833025, 1085604, 1110572, 1058779]"
550,"[1082185, 854852, 849843, 995242, 835098]"
551,"[1029743, 1058997, 995242, 1126899, 1041259]"
552,"[883404, 1133018, 1106523, 908531, 916122]"
553,"[981760, 995242, 951590, 1040807, 953476]"
554,"[1106523, 1070820, 844165, 883404, 1005186]"
555,"[1082185, 1029743, 1106523, 6534178, 1102959]"
556,"[1029743, 6534178, 883404, 995785, 1044078]"
557,"[1058997, 1133018, 1126899, 5569471, 5569230]"
558,"[1048462, 1106523, 883932, 995785, 870547]"
559,"[1106523, 1133018, 995785, 986912, 834484]"
560,"[995242, 1029743, 6534178, 1003188, 981760]"
561,"[847270, 6034857, 860776, 1133018, 1058997]"
562,"[1029743, 995242, 824005, 1005186, 962229]"
563,"[1029743, 6534178, 908531, 1005186, 1075368]"
564,"[1058997, 824005, 995785, 862349, 840361]"
565,"[1106523, 1070015, 1026118, 1041259, 834484]"
566,"[1029743, 6534178, 844165, 1005186, 849843]"
567,"[1044078, 1070015, 1133018, 986912, 1106523]"
568,"[1106523, 1033615, 951590, 1005186, 999971]"
569,"[1082185, 1070820, 1029743, 866211, 908846]"
570,"[1029743, 981760, 5569230, 862349, 866211]"
571,"[1082185, 1070820, 1005186, 999971, 961554]"
572,"[1082185, 1029743, 1106523, 6534178, 1133018]"
573,"[1029743, 1106523, 6534178, 844165, 981760]"
574,"[1082185, 951590, 5978656, 908531, 995242]"
575,"[1082185, 6534178, 862349, 927191, 1005186]"
576,"[1082185, 1005186, 862349, 951412, 903325]"
577,"[1082185, 979707, 951590, 1056509, 1127831]"
578,"[987562, 8090521, 1005186, 854405, 995242]"
579,"[995242, 908531, 1005186, 5569230, 847982]"
580,"[1056509, 981760, 1077555, 909894, 995242]"
581,"[908531, 1126899, 1058997, 983584, 1070820]"
582,"[1119051, 1026118, 903325, 5569230, 1024306]"
583,"[1120741, 995242, 1037840, 5569230, 1053690]"
584,"[1029743, 1106523, 861272, 6534178, 995242]"
585,"[1058997, 923746, 844165, 1126899, 1005186]"
586,"[6534178, 1029743, 1092026, 1053690, 844165]"
587,"[1106523, 6534178, 1133018, 994928, 951590]"
588,"[6534178, 1050851, 951590, 826249, 1106523]"
589,"[1106523, 1133018, 5569230, 1122358, 1085604]"
590,"[1106523, 923746, 965766, 951590, 834484]"
591,"[981760, 1106523, 860776, 826249, 854852]"
592,"[1070820, 5569471, 1026118, 5569230, 862349]"
593,"[1065593, 1085604, 1092026, 1106523, 1133018]"
594,"[1106523, 6534178, 1133018, 908531, 844165]"
595,"[1098066, 1106523, 1029743, 883404, 834484]"
596,"[860776, 1106523, 951590, 834484, 845208]"
597,"[849843, 1126899, 893018, 981760, 995242]"
598,"[923746, 1106523, 6534178, 824005, 6533765]"
599,"[940947, 923746, 995785, 834484, 1085604]"
600,"[995242, 916122, 5978656, 6534178, 5569230]"
601,"[1126899, 854405, 883404, 1082185, 6534178]"
602,"[1029743, 844165, 1098066, 1055646, 6534178]"
603,"[1106523, 6534178, 1133018, 908531, 1053763]"
604,"[1082185, 1134522, 862349, 1070820, 861272]"
605,"[6534178, 1003188, 1106523, 1003600, 1126899]"
606,"[845208, 995242, 916122, 1029743, 840361]"
607,"[1029743, 995242, 6534178, 883404, 849843]"
608,"[1106523, 1065593, 981760, 1082185, 1133018]"
609,"[6534178, 1005186, 1133018, 879755, 908531]"
610,"[844165, 883404, 1132770, 860776, 909894]"
611,"[1029743, 6534166, 953476, 938700, 833025]"
612,"[883404, 1029743, 6534178, 953476, 1065593]"
613,"[1133018, 994928, 1070015, 5569230, 951590]"
614,"[961554, 860776, 1062002, 1029743, 840361]"
615,"[6534178, 995242, 824005, 5978648, 961554]"
616,"[1082185, 1029743, 1106523, 6534178, 1133018]"
617,"[979707, 1070820, 1126899, 995785, 860776]"
618,"[6534178, 1106523, 1070820, 1037840, 1085604]"
619,"[1082185, 899624, 6534178, 994928, 5569471]"
620,"[6534178, 1058997, 849843, 1028816, 834484]"
621,"[1098066, 940947, 854852, 893501, 844179]"
622,"[826249, 1098066, 844165, 1106523, 883404]"
623,"[847982, 995242, 999971, 1029743, 860975]"
624,"[6534178, 908531, 849843, 5592931, 1106523]"
625,"[866211, 951590, 860776, 995242, 933835]"
626,"[923746, 849843, 1033615, 999971, 1096036]"
627,"[1106523, 1070820, 923746, 908846, 1057260]"
628,"[1037840, 1029743, 1075368, 5569230, 8090521]"
629,"[1082185, 995242, 6533889, 995785, 860776]"
630,"[1082185, 6534178, 962568, 5978648, 860776]"
631,"[1082185, 6534178, 995242, 981760, 927191]"
632,"[1029743, 1070820, 6534178, 995242, 981760]"
633,"[6534178, 1082185, 1080414, 844165, 1075368]"
634,"[1058997, 914190, 1126899, 1070015, 5569471]"
635,"[1082185, 899624, 1106523, 1026118, 951590]"
636,"[927191, 1029743, 5592931, 1106523, 1133018]"
637,"[1037840, 833025, 1106523, 979707, 834484]"
638,"[1082185, 923746, 1029743, 6534178, 849843]"
639,"[1043590, 1029743, 923746, 1048462, 951590]"
640,"[1106523, 1133018, 6534178, 883404, 824005]"
641,"[860776, 1058997, 1126899, 1065593, 1028816]"
642,"[1058997, 5569471, 995785, 1026118, 849843]"
643,"[1082185, 1114597, 1029743, 995242, 5569471]"
644,"[1082185, 979707, 995242, 826249, 862349]"
645,"[1133018, 995242, 1075368, 833025, 1092026]"
646,"[995242, 883404, 6534166, 1092026, 1065593]"
647,"[951590, 1081177, 1043751, 933835, 1006184]"
648,"[1082185, 995785, 903325, 1119051, 1081177]"
649,"[1029743, 1106523, 849843, 1065593, 962229]"
650,"[1082185, 1029743, 1106523, 6534178, 1133018]"
651,"[1106523, 1133018, 914190, 883404, 896369]"
652,"[995242, 1065593, 883404, 844165, 862139]"
653,"[995242, 1037840, 6534178, 5569230, 854852]"
654,"[1082185, 995242, 1056509, 1077555, 1065593]"
655,"[1070015, 6533765, 995785, 995242, 1106523]"
656,"[1082185, 1106523, 5569230, 923746, 951590]"
657,"[1082185, 940947, 1029743, 1106523, 6534178]"
658,"[1029743, 995242, 1070015, 1005186, 986912]"
659,"[1133018, 8090521, 12810393, 862139, 826249]"
660,"[916122, 1126899, 1058997, 971922, 6534178]"
661,"[899624, 995242, 1110572, 1044078, 986912]"
662,"[995242, 908531, 883404, 976998, 8090521]"
663,"[1082185, 908531, 999971, 1085604, 976998]"
664,"[1106523, 826249, 951590, 1082185, 1133018]"
665,"[1022003, 986912, 951590, 1033615, 860776]"
666,"[1043590, 1033615, 914190, 1106523, 883404]"
667,"[995242, 1133018, 849843, 1005186, 6534166]"
668,"[923746, 1058997, 1005186, 5569471, 994928]"
669,"[1082185, 1126899, 1058997, 951412, 1018740]"
670,"[6534178, 1029743, 995242, 860975, 882441]"
671,"[6534178, 1029743, 951590, 1056509, 995242]"
672,"[995785, 981760, 8090537, 908531, 961554]"
673,"[1082185, 1106523, 1005186, 883404, 1070015]"
674,"[883404, 1081177, 878996, 826249, 909894]"
675,"[6534178, 1096036, 1037863, 6533765, 1044078]"
676,"[1070015, 1106523, 1065593, 1102959, 1085604]"
677,"[861272, 995242, 994928, 5568378, 995785]"
678,"[6534178, 1133018, 995242, 894236, 908846]"
679,"[1082185, 951590, 5569230, 8090521, 5569471]"
680,"[860776, 1033615, 995785, 873627, 995242]"
681,"[1082185, 1126899, 5568378, 6534166, 951590]"
682,"[849843, 995242, 1029743, 6534178, 1133018]"
683,"[1082185, 1029743, 1106523, 6534178, 1133018]"
684,"[1106523, 1133018, 995242, 994928, 995785]"
685,"[916122, 938700, 1050851, 961554, 951590]"
686,"[1082185, 981760, 6034857, 1132770, 834484]"
687,"[965766, 1029743, 951590, 916122, 1106523]"
688,"[1082185, 1126899, 866211, 940947, 951590]"
689,"[1082185, 1029743, 1106523, 6534178, 995242]"
690,"[1082185, 6534178, 6533765, 1037840, 849843]"
691,"[1082185, 1070820, 5569471, 981760, 927191]"
692,"[1082185, 6534178, 824005, 862349, 1119051]"
693,"[1029743, 962229, 951590, 1070820, 862349]"
694,"[1037840, 883404, 844165, 826249, 1029743]"
695,"[6534178, 1029743, 849843, 981760, 995785]"
696,"[1082185, 6534178, 923746, 1057260, 901062]"
697,"[1082185, 1070820, 6534178, 923746, 824005]"
698,"[1058997, 1133018, 844165, 883404, 1005186]"
699,"[6534178, 899624, 923746, 951590, 826249]"
700,"[883404, 1106523, 1029743, 849843, 1056509]"
701,"[1133018, 5569230, 981760, 995242, 835098]"
702,"[1082185, 6534178, 1029743, 1065593, 995242]"
703,"[1043751, 1058997, 1005186, 995242, 5569230]"
704,"[994928, 1044078, 1038217, 826249, 1053690]"
705,"[1029743, 995242, 1106523, 1133018, 1114597]"
706,"[1070820, 1053690, 5569471, 893501, 995242]"
707,"[6534178, 1029743, 923746, 965766, 6533889]"
708,"[1082185, 995785, 995242, 1029743, 845208]"
709,"[844165, 1075368, 1092026, 1120741, 1080414]"
710,"[1106523, 1132770, 1110572, 5569230, 1044078]"
711,"[1037840, 1029743, 995242, 1070015, 1026118]"
712,"[1082185, 995785, 860776, 5978656, 961554]"
713,"[962229, 5569230, 1075368, 1029743, 5569471]"
714,"[1082185, 1058997, 5569471, 826249, 1126899]"
715,"[1033615, 995242, 860975, 1133018, 909894]"
716,"[1082185, 847982, 1058997, 5978656, 1126899]"
717,"[6534178, 940947, 1106523, 986912, 1005186]"
718,"[860776, 826249, 1092026, 6534178, 1029743]"
719,"[1082185, 1133018, 1106523, 953476, 933835]"
720,"[1026118, 825541, 901062, 909714, 840361]"
721,"[1082185, 1058997, 1126899, 6534166, 862349]"
722,"[1082185, 916122, 6533889, 1106523, 995785]"
723,"[1082185, 860776, 961554, 878996, 1081177]"
724,"[1082185, 1058997, 1126899, 824005, 6534166]"
725,"[1038217, 893501, 1133018, 1106523, 844165]"
726,"[1058997, 995242, 994928, 951412, 961554]"
727,"[923746, 859075, 847982, 845208, 1106523]"
728,"[1070015, 861445, 6534178, 1029743, 923746]"
729,"[1082185, 1029743, 1106523, 6534178, 1133018]"
730,"[1082185, 1058997, 1126899, 849843, 1122358]"
731,"[5978656, 6534178, 1029743, 995242, 1058997]"
732,"[5569471, 862349, 908531, 834484, 1058997]"
733,"[5569471, 1029743, 995242, 951590, 1106523]"
734,"[1029743, 1106523, 995242, 6533889, 6534166]"
735,"[1106523, 981760, 1092026, 951590, 908846]"
736,"[1082185, 1029743, 962568, 951590, 845208]"
737,"[1082185, 1058997, 1028816, 1041259, 834484]"
738,"[1106523, 923746, 844165, 883404, 1070015]"
739,"[1082185, 6534178, 995785, 833025, 5592931]"
740,"[834484, 1116821, 995785, 995242, 1022254]"
741,"[995242, 840361, 5978648, 927191, 845208]"
742,"[882441, 883404, 1133018, 1053690, 1106523]"
743,"[1106523, 1070820, 923746, 883404, 1053763]"
744,"[1082185, 6534178, 840361, 1058997, 862349]"
745,"[1082185, 1026118, 861272, 901062, 854852]"
746,"[1037840, 1106523, 6534178, 1133018, 1026118]"
747,"[1058997, 908531, 844165, 883404, 1005186]"
748,"[1106523, 999971, 1005186, 883404, 1133018]"
749,"[1082185, 1029743, 1058997, 995242, 883404]"
750,"[1133018, 883404, 965766, 844165, 866211]"
751,"[1043590, 995242, 883404, 965766, 1096036]"
752,"[986912, 1082185, 1005186, 1133018, 6534178]"
753,"[1082185, 1029743, 995242, 1075368, 862349]"
754,"[1082185, 1126899, 1058997, 986947, 901062]"
755,"[6534178, 1058997, 825541, 862349, 1110843]"
756,"[1037840, 1082185, 1029743, 908531, 995242]"
757,"[962229, 1039156, 5569471, 1133018, 883404]"
758,"[1082185, 1029743, 1106523, 6534178, 1133018]"
759,"[1082185, 1005186, 1028816, 986912, 1120741]"
760,"[883003, 1106523, 1133018, 995242, 914190]"
761,"[1082185, 6534178, 995242, 1056509, 1029743]"
762,"[862349, 1005186, 986912, 866227, 6534178]"
763,"[1029743, 908531, 1048462, 962229, 1068719]"
764,"[6534178, 923746, 1029743, 981760, 995242]"
765,"[1050851, 845208, 899624, 6534178, 1106523]"
766,"[995785, 860776, 868764, 1051516, 901062]"
767,"[1070820, 995242, 862349, 1080414, 840361]"
768,"[6534178, 995242, 913210, 1029743, 859075]"
769,"[953476, 1106523, 1082185, 1126899, 1029743]"
770,"[1029743, 986912, 1082185, 908531, 861445]"
771,"[868764, 840361, 834484, 1133018, 6034857]"
772,"[1082185, 1029743, 995242, 1106523, 6534178]"
773,"[1082185, 861272, 909714, 1058997, 995785]"
774,"[1029743, 1044078, 1013321, 962229, 840361]"
775,"[1106523, 883404, 994928, 1070015, 908846]"
776,"[883404, 1085604, 1098066, 1029743, 916122]"
777,"[923746, 1070820, 962568, 961554, 1029743]"
778,"[1114597, 1106523, 6534178, 1133018, 883404]"
779,"[976199, 1057260, 1102959, 5569230, 903325]"
780,"[1106523, 1133018, 844165, 1026118, 834484]"
781,"[872137, 854405, 5978656, 860776, 995242]"
782,"[1106523, 6534178, 1070015, 5568378, 1033615]"
783,"[1029743, 1058997, 1126899, 866211, 962229]"
784,"[6534178, 5569230, 908531, 5569471, 834484]"
785,"[1082185, 6534178, 862349, 1039156, 1081177]"
786,"[1082185, 1096036, 981760, 5569230, 1106523]"
787,"[1082185, 5569230, 909714, 894236, 1039156]"
788,"[6533765, 6534178, 5568378, 1043590, 849843]"
789,"[883003, 976199, 883404, 981760, 1096036]"
790,"[1070015, 1029743, 5569230, 8090537, 1085604]"
791,"[1106523, 894236, 1033615, 896369, 1080414]"
792,"[995242, 908531, 976199, 5568378, 5569471]"
793,"[6534178, 995242, 981760, 1133018, 5978648]"
794,"[1058997, 995242, 1126899, 951590, 1038217]"
795,"[1029743, 1043751, 844165, 1044078, 951590]"
796,"[1082185, 1058997, 923746, 908531, 862349]"
797,"[1082185, 1029743, 1058997, 986912, 951590]"
798,"[994928, 1058997, 1110843, 1126899, 844165]"
799,"[1082185, 6534178, 1050851, 1058997, 1126899]"
800,"[1029743, 981760, 995242, 5569230, 989101]"
801,"[1029743, 981760, 951590, 1037863, 1053690]"
802,"[1082185, 983584, 1106523, 861272, 1005186]"
803,"[1082185, 962568, 1133018, 1044078, 995785]"
804,"[1053690, 1029743, 999971, 844165, 883404]"
805,"[1029743, 868764, 923746, 916122, 899624]"
806,"[1082185, 5569471, 1029743, 849843, 1013321]"
807,"[1029743, 961554, 6034857, 908531, 6534178]"
808,"[879755, 1029743, 6534178, 844165, 849843]"
809,"[1005186, 862349, 925514, 1058997, 1070820]"
810,"[1133018, 868764, 1026118, 1028816, 860776]"
811,"[849843, 1029743, 953476, 5568378, 908531]"
812,"[1029743, 923746, 844165, 986912, 1085604]"
813,"[995785, 1050851, 6034857, 860776, 903325]"
814,"[883404, 5568378, 6034857, 860776, 995965]"
815,"[1029743, 995242, 883404, 1022003, 1085604]"
816,"[1082185, 1075368, 995242, 861272, 1133018]"
817,"[1082185, 1070820, 923746, 981760, 1106523]"
818,"[885290, 1058997, 1029743, 849843, 893501]"
819,"[1082185, 1029743, 923746, 844165, 1005186]"
820,"[1037840, 1106523, 5569230, 849843, 1085604]"
821,"[1082185, 1029743, 1106523, 6534178, 1133018]"
822,"[981760, 1132770, 995242, 940947, 882441]"
823,"[6534178, 1106523, 1005186, 882441, 1120741]"
824,"[1106523, 962229, 923746, 845208, 847270]"
825,"[1082185, 6533889, 1058997, 1028816, 860776]"
826,"[1082185, 1037840, 1029743, 6534178, 995242]"
827,"[1133018, 5569230, 866211, 1080414, 820165]"
828,"[1070820, 861272, 6534178, 1058997, 1126899]"
829,"[1082185, 995242, 1132771, 1023958, 1018740]"
830,"[1082185, 1106523, 1133018, 883404, 862349]"
831,"[1022003, 916122, 951590, 970030, 995242]"
832,"[1126899, 1106523, 1029743, 1133018, 981760]"
833,"[899624, 1106523, 1133018, 908531, 1022003]"
834,"[1070820, 6534178, 868764, 927191, 951590]"
835,"[1082185, 1029743, 1106523, 6534178, 1133018]"
836,"[1037840, 1058997, 1126899, 1005186, 951590]"
837,"[1082185, 1133018, 1126899, 834484, 903325]"
838,"[6534178, 1133018, 908531, 5569471, 1044078]"
839,"[5568378, 1102959, 1071939, 1134522, 847270]"
840,"[1082185, 1029743, 860776, 981760, 1013321]"
841,"[883404, 908531, 1044078, 1133018, 6534178]"
842,"[6534178, 999971, 844165, 1037840, 986912]"
843,"[1106523, 844165, 883404, 1092026, 1033615]"
844,"[1082185, 995242, 1127831, 862349, 840361]"
845,"[8090537, 861272, 1082185, 916122, 847270]"
846,"[1133018, 995242, 1075368, 951590, 862349]"
847,"[1082185, 868764, 901062, 840361, 995242]"
848,"[1070820, 1044078, 878996, 1101173, 873627]"
849,"[1082185, 979707, 1058997, 840361, 1041259]"
850,"[923746, 995242, 1133018, 844165, 981760]"
851,"[1082185, 1029743, 1106523, 995242, 6534178]"
852,"[1082185, 903325, 1024306, 1058997, 1106523]"
853,"[6534178, 962568, 1058997, 834484, 970030]"
854,"[899624, 1070015, 1005186, 1132770, 911812]"
855,"[5569230, 986912, 1029743, 1005186, 1082185]"
856,"[1068719, 871756, 995242, 994928, 990797]"
857,"[995242, 5569230, 976998, 1070820, 862349]"
858,"[1070820, 844165, 1092026, 962229, 976998]"
859,"[1022003, 5569230, 951590, 995242, 832678]"
860,"[1029743, 995242, 868764, 844165, 965766]"
861,"[899624, 1106523, 995785, 986912, 870515]"
862,"[1043590, 1029743, 953476, 849843, 1033615]"
863,"[6534178, 1029743, 1005186, 1070820, 995242]"
864,"[927191, 1096036, 1029743, 981760, 883404]"
865,"[6534178, 899624, 962229, 1075368, 1106523]"
866,"[6534178, 1044078, 1106523, 1133018, 908531]"
867,"[6534178, 983584, 1022003, 1133018, 5569230]"
868,"[6534178, 951590, 8090521, 883404, 834117]"
869,"[1133018, 923746, 981760, 995785, 1068719]"
870,"[995242, 953476, 1005186, 1075368, 951590]"
871,"[1082185, 1029743, 5569230, 870515, 995242]"
872,"[1106523, 1026118, 951590, 866211, 1071939]"
873,"[995242, 1029743, 6534178, 1122358, 1033615]"
874,"[1082185, 1037840, 1029743, 6534178, 1026118]"
875,"[1065593, 1058997, 923746, 908531, 5569471]"
876,"[834484, 1058997, 849843, 840361, 6534178]"
877,"[1058997, 981760, 961554, 1082185, 1126899]"
878,"[1133018, 951590, 1106523, 866227, 986912]"
879,"[1058997, 903325, 6534178, 995785, 5978656]"
880,"[995785, 833025, 951590, 866211, 1080414]"
881,"[1029743, 995242, 883404, 981760, 849843]"
882,"[1106523, 1029743, 995242, 5569230, 883404]"
883,"[1082185, 860776, 5978648, 951412, 995785]"
884,"[923746, 5568378, 1132770, 986912, 1092026]"
885,"[951590, 923746, 833025, 1106523, 1096036]"
886,"[6534178, 868764, 1070820, 1126899, 923746]"
887,"[1133018, 1005186, 981760, 1120741, 951590]"
888,"[1082185, 961554, 826249, 951590, 6034857]"
889,"[1082185, 6534178, 849843, 1126899, 1039156]"
890,"[1029743, 883404, 824005, 5569471, 981760]"
891,"[866211, 908531, 860776, 903325, 995785]"
892,"[1106523, 995242, 927191, 866211, 847982]"
893,"[844165, 976998, 953476, 872137, 1106523]"
894,"[6034857, 834484, 860776, 825541, 845208]"
895,"[1082185, 866211, 862349, 961554, 6533889]"
896,"[1058997, 849843, 913210, 908531, 1101010]"
897,"[1070820, 1058997, 883404, 1126899, 894236]"
898,"[1057260, 834484, 1026118, 824005, 5569471]"
899,"[1082185, 1029743, 1106523, 1044078, 951590]"
900,"[6534178, 923746, 1068719, 1133018, 5569230]"
901,"[923746, 899624, 883404, 1133018, 1085604]"
902,"[1082185, 1029743, 1106523, 6534178, 1133018]"
903,"[1082185, 1058997, 1126899, 862349, 961554]"
904,"[979707, 1082185, 1106523, 923746, 995785]"
905,"[6534178, 1058997, 1126899, 1041259, 860776]"
906,"[6533889, 1005186, 6534178, 1082185, 1126899]"
907,"[849843, 986912, 981760, 840361, 847982]"
908,"[1057260, 916122, 1070820, 862349, 6534178]"
909,"[1082185, 1029743, 6534178, 1056509, 995242]"
910,"[940947, 6534178, 1058997, 995242, 1005186]"
911,"[1082185, 927191, 1003600, 834484, 860776]"
912,"[1075368, 951590, 866211, 834484, 1085604]"
913,"[1029743, 1070820, 844165, 883404, 5569230]"
914,"[1029743, 986912, 1124729, 979707, 981760]"
915,"[1082185, 1057260, 845208, 1077555, 1068719]"
916,"[6534178, 1058997, 1126899, 5569471, 1005186]"
917,"[1082185, 1106523, 883404, 849843, 1122358]"
918,"[1133018, 1070015, 986912, 894236, 1033615]"
919,"[1029743, 908531, 1065593, 1085604, 976998]"
920,"[6534178, 999971, 1133018, 1106523, 849843]"
921,"[1082185, 1029743, 6534178, 995242, 883404]"
922,"[1082185, 6534178, 834484, 908846, 1058997]"
923,"[1029743, 1106523, 6534178, 995242, 951590]"
924,"[1029743, 995242, 1048462, 951590, 873627]"
925,"[1082185, 870515, 862349, 861272, 994928]"
926,"[6534178, 903325, 981760, 923746, 1058997]"
927,"[1082185, 1058997, 1126899, 981760, 986912]"
928,"[1082185, 1029743, 6534178, 923746, 908531]"
929,"[6534178, 1070820, 1070015, 862349, 933835]"
930,"[1029743, 981760, 995785, 834484, 962568]"
931,"[1029743, 1058997, 995242, 908531, 1126899]"
932,"[834484, 860776, 1106523, 1127831, 844165]"
933,"[908531, 1106523, 1056509, 5569327, 883404]"
934,"[1082185, 995242, 1004906, 1133018, 953476]"
935,"[1082185, 6534178, 1126899, 986912, 860776]"
936,"[1082185, 908531, 995242, 962229, 1029743]"
937,"[1058997, 1126899, 981760, 1055646, 961554]"
938,"[940947, 1058997, 1075368, 1022003, 951590]"
939,"[1082185, 927191, 1092026, 951590, 866227]"
940,"[861272, 5568378, 1120741, 859075, 1096036]"
941,"[6534178, 862349, 5568378, 1005186, 861272]"
942,"[1029743, 861272, 995242, 908531, 927191]"
943,"[1106523, 5592931, 1133018, 6534166, 5569230]"
944,"[6534178, 951590, 866211, 1127831, 1132771]"
945,"[1029743, 1082185, 844165, 981760, 1043751]"
946,"[1133018, 849843, 909894, 923746, 1106523]"
947,"[866227, 5978656, 1101010, 995242, 1133018]"
948,"[1082185, 1106523, 844165, 847982, 1022254]"
949,"[6534178, 1029743, 5568378, 833025, 861272]"
950,"[1106523, 844165, 953476, 1070015, 5568378]"
951,"[1029743, 981760, 6534178, 940947, 860776]"
952,"[1037840, 1075368, 951590, 862349, 1065593]"
953,"[1029743, 981760, 849843, 6034857, 860776]"
954,"[1082185, 1029743, 1106523, 6534178, 1133018]"
955,"[6533765, 6534178, 1005186, 951590, 1033615]"
956,"[1070820, 6534166, 1081177, 986912, 849843]"
957,"[844165, 1005186, 6534166, 986912, 1068719]"
958,"[1082185, 6534178, 1126899, 1053763, 1048462]"
959,"[1106523, 862349, 6534178, 860975, 1003188]"
960,"[1070820, 1058997, 862349, 1126899, 995785]"
961,"[1082185, 1005186, 995242, 986912, 862349]"
962,"[940947, 995242, 994928, 981760, 6034857]"
963,"[6534178, 1043751, 883404, 995785, 860776]"
964,"[1106523, 8090521, 8090537, 844165, 883404]"
965,"[883404, 862349, 1080414, 1085604, 879755]"
966,"[1082185, 1029743, 1106523, 6534178, 995242]"
967,"[1133018, 1048462, 1120741, 825541, 1038217]"
968,"[1082185, 1029743, 883404, 1070015, 983584]"
969,"[1082185, 1029743, 883404, 5569230, 871756]"
970,"[940947, 6534178, 5568378, 1102959, 866211]"
971,"[1075368, 929668, 995242, 908531, 866211]"
972,"[832678, 862349, 6534178, 866227, 868764]"
973,"[1082185, 878996, 866211, 1081177, 995785]"
974,"[1082185, 1106523, 883404, 1070015, 908846]"
975,"[5569471, 6533889, 995965, 5569327, 1082185]"
976,"[1082185, 1029743, 1005186, 1127831, 866211]"
977,"[995242, 1098066, 862349, 893501, 1058997]"
978,"[1082185, 1106523, 1070820, 951590, 862349]"
979,"[1082185, 6534178, 995242, 1029743, 986947]"
980,"[1106523, 6534178, 923746, 995785, 845208]"
981,"[995242, 1082185, 866211, 951590, 849843]"
982,"[6534178, 1029743, 962229, 951590, 5569230]"
983,"[1029743, 5568378, 8090521, 834117, 995242]"
984,"[1082185, 1106523, 1133018, 995242, 1058997]"
985,"[995242, 962568, 908846, 6534178, 1029743]"
986,"[1029624, 849843, 995242, 1029743, 883404]"
987,"[1070820, 1126899, 824005, 5569471, 1075368]"
988,"[6534178, 981760, 1070820, 908531, 862349]"
989,"[1029743, 833025, 908531, 995242, 1106523]"
990,"[1082185, 1029743, 1106523, 6534178, 995242]"
991,"[1005186, 1026118, 1028816, 6534166, 986912]"
992,"[896369, 909714, 870515, 1005186, 976998]"
993,"[1082185, 951590, 995242, 908531, 1101010]"
994,"[849843, 844179, 1029743, 976998, 995242]"
995,"[1029743, 908531, 6034857, 951590, 880150]"
996,"[923746, 1133018, 1081177, 1044078, 1101010]"
997,"[953476, 1070820, 849843, 6534178, 981760]"
998,"[1037840, 6534178, 1106523, 844165, 962229]"
999,"[1029743, 883404, 5569230, 849843, 1092026]"
1000,"[1082185, 861272, 1005186, 1133018, 986912]"
1001,"[1082185, 1095275, 995242, 866227, 849843]"
1002,"[1082185, 995242, 5569471, 849843, 866211]"
1003,"[1070820, 995242, 5569230, 862349, 1133018]"
1004,"[6534178, 1029743, 995242, 981760, 849843]"
1005,"[995242, 979707, 883404, 847982, 1013321]"
